hash_par_vitima_suspeito,data_da_denuncia,denunciante,relacao_demandante_vitima,canal_de_atendimento,pais_de_origem_da_vitima,uf,estado,municipio,cenario_da_violacao,grupo_vulneravel,genero_da_vitima,idade_vitima,grau_instrucao_da_vitima,faixa_de_renda_da_vitima,raca_cor_da_vitima,deficiencia_vitima,genero_do_suspeito,idade_suspeito,grau_instrucao_do_suspeito,faixa_de_renda_do_suspeito,raca_cor_do_suspeito,deficiencia_suspeito,relacao_suspeito_x_vitima,denuncia_emergencial,nacionalidade_da_vitima,nacionalidade_do_suspeito,pais_de_origem_do_suspeito,etnia_da_vitima,etnia_do_suspeito,violacoes,motivacoes,agravantes,orientacao_sexual
B559D6A411E153757DF21F4FBA1D403BDC46EA25AB51F42D9364BD72496AA53F,19/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PE,Pernambuco,Jaboatão dos Guararapes,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,12 a 14 anos,ENSINO FUNDAMENTAL INCOMPLETO,ATÉ 1 SALÁRIO MÍNIMO,PARDA,NÃO,MASCULINO,30 a 34 anos,N/D,ATÉ 1 SALÁRIO MÍNIMO,PARDA,N/D,PADRASTO/ MADRASTA,NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
2A91B1790C90655FE74257075727A61670A8F1EDC83B75DB98D92329CF0DE0A8,02/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,CE,Ceará,Quixeramobim,CASA VÍTIMA,Violência Contra Criança ou Adolescente,FEMININO,12 a 14 anos,N/D,N/D,N/D,NÃO,MASCULINO,20 a 24 anos,N/D,N/D,N/D,NÃO,N/D,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_violacoes_gerais.Liberdade Sexual Física - Estupro,,"Agravantes.AGRESSOR CONHECIDO;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
8F4FCEA51E9FFFBC90E4749F0D120A186B36B83BECA85BAC14BD3B662B559BCD,09/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,BA,Bahia,Itabuna,"BAR, LANCHONETE, RESTAURANTE",Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE,,,
73B67FDC0A11700035016E132DE292E97087A2A88C4C8CBEEF54BD865534376C,29/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São José dos Campos,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,MASCULINO,10 a 11 anos,ENSINO FUNDAMENTAL INCOMPLETO,N/D,BRANCA,NÃO,FEMININO,N/D,ENSINO MÉDIO INCOMPLETO,N/D,BRANCA,N/D,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.LESÃO CORPORAL;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.MAUS TRATOS;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.ALIENAÇÃO PARENTAL;violencia_agressao_honra.INJÚRIA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DA IDADE,"Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
0B26ECD911E4A2F842585EC46D5ECE2D694F89ABD5B57475A2B78CCAC99CBDEE,30/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MG,Minas Gerais,Ribeirão das Neves,CASA VÍTIMA,Violência Contra Pessoa Idosa,FEMININO,70 a 74 anos,ANALFABETO,ATÉ 1 SALÁRIO MÍNIMO,PRETA,SIM,FEMININO,45 a 49 anos,ENSINO MÉDIO COMPLETO,N/D,PARDA,NÃO,FILHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.MAUS TRATOS;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.CONSTRANGIMENTO,Motivação.EM RAZÃO DA IDADE,Agravantes.EM PÚBLICO - OUTRAS PESSOAS PRESENCIAM AS AGRESSÕES;Agravantes.CONVIVENTE;Agravantes.DESCENDENTE OU PARENTE;Agravantes.DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE;Agravantes.CRIANÇA;Agravantes.ASCENDENTE;Agravantes.VÍTIMA IDOSA,
C59D33FACF9398915E541359BF289829C1398F8B380F68FEBDFD2DA5F5A945DF,13/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PB,Paraíba,Alagoa Nova,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,70 a 74 anos,N/D,N/D,N/D,N/D,MASCULINO,30 a 34 anos,N/D,N/D,N/D,N/D,FILHO(A),RISCO IMINENTE DE MORTE DA VÍTIMA,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.MAUS TRATOS;violencia_fisica.LESÃO CORPORAL;violencia_psicologica.ASSÉDIO MORAL;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_agressao_honra.DIFAMAÇÃO;violencia_agressao_honra.CALÚNIA;violencia_agressao_honra.INJÚRIA;violencia_agressao_direito_liberdade.DIREITOS DE REPRODUÇÃO;violencia_agressao_direito_liberdade.AUTONOMIA DE VONTADE;violencia_agressao_direito_liberdade.FALTA DE ACESSIBILIDADE;violencia_violacoes_gerais.AGRESSÕES QUE VIOLAM O DIREITO A IGUALDADE FORMAL;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA;violencia_violacoes_gerais.AGRESSÕES QUE VIOLAM O DIREITO A IGUALDADE MATERIAL;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,Motivação.EM RAZÃO DA IDADE;Motivação.EM RAZÃO DE CONFLITO DE IDEIAS;Motivação.EM RAZÃO DE CONDIÇÕES FÍSICAS,"Agravantes.EM PÚBLICO - OUTRAS PESSOAS PRESENCIAM AS AGRESSÕES;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.RESULTADO DAS AGRESSÕES SE PROLONGAM AO LONGO DO TEMPO;Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE;Agravantes.MOTIVO VIL, TORPE, INSIDIOSO, CRUEL, À TRAIÇÃO, OU POR DINHEIRO;Agravantes.RISCO DE MORTE",
909AEC4A3167601FF047BBDD113E80CC71A10372537602EB0F6AA29042A20275,08/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PE,Pernambuco,Água Preta,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,MASCULINO,02 a 04 anos,N/D,N/D,N/D,N/D,FEMININO,20 a 24 anos,N/D,N/D,N/D,N/D,PAI/ MÃE,NÃO,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.TORTURA PSÍQUICA;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.RESULTADO DAS AGRESSÕES SE PROLONGAM AO LONGO DO TEMPO",
F4F549A1D3AAEADFB5E06110DE3680C6DDCB6471D1D0511ED429548E073302A8,06/04/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Rio de Janeiro,OUTROS,Violência Contra Pessoa Idosa,FEMININO,65 a 69 anos,SUPERIOR COMPLETO,3 A 5 SALÁRIOS MÍNIMOS,BRANCA,NÃO,MASCULINO,35 a 39 anos,N/D,N/D,PARDA,NÃO,VIZINHO(A),NÃO,N/D,N/D,BRASIL,N/D,N/D,violencia_psicologica.AMEAÇA/COAÇÃO;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
732171E9F2FDAF94C78BF3D64D3A67AAB10F639EFB215B2065F118FC4EA84B34,08/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São Paulo,LOCAL DE TRABALHO DA VÍTIMA,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,,,
A50D3469267A62042919C17C9C3D47BBAAECE53B73E605DD3E98F00BDF1B9FF7,09/02/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Rio de Janeiro,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,80 anos ou mais,SUPERIOR COMPLETO,3 A 5 SALÁRIOS MÍNIMOS,BRANCA,NÃO,FEMININO,65 a 69 anos,ENSINO MÉDIO COMPLETO,N/D,BRANCA,NÃO,FILHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.ASSÉDIO MORAL;violencia_agressao_honra.CALÚNIA;violencia_agressao_honra.DIFAMAÇÃO;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DA IDADE;Motivação.EM RAZÃO DO SEXO BIOLÓGICO,"Agravantes.RESULTADO DAS AGRESSÕES SE PROLONGAM AO LONGO DO TEMPO;Agravantes.AGRESSOR CONHECIDO;Agravantes.EM PÚBLICO - OUTRAS PESSOAS PRESENCIAM AS AGRESSÕES;Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
50C5EB6497D98FABE70DA461FB2BE53F8F1991DB1E184949AF5452C501CF9DAC,06/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PR,Paraná,Matinhos,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,N/D,N/D,N/D,N/D,N/D,N/D,FEMININO,30 a 34 anos,N/D,ATÉ 1 SALÁRIO MÍNIMO,N/D,NÃO,PAI/ MÃE,NÃO,N/D,BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.LESÃO CORPORAL;violencia_fisica.MAUS TRATOS;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.TORTURA PSÍQUICA,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA;Motivação.EM RAZÃO DE CONFLITO DE IDEIAS;Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
44CE97DCEEC10866BF2460D881C5B4CADE5CF14A697160E3AAE2B2C41D10BD98,25/04/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RS,Rio Grande do Sul,Pelotas,CASA DO SUSPEITO,Violência Contra Pessoa Socialmente Vulnerável,MASCULINO,45 a 49 anos,N/D,N/D,N/D,N/D,FEMININO,50 a 54 anos,N/D,N/D,N/D,N/D,IRMÃO(Ã),NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_agressao_honra.CALÚNIA;violencia_agressao_honra.DIFAMAÇÃO;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,"Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.AGRESSOR CONHECIDO",
A6EAFFEA4D6048EB62738E218F708A19A52773042A2DAA6D5218C6FB4BE35096,26/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,CE,Ceará,Várzea Alegre,CASA VÍTIMA,Violência Contra Pessoa Idosa,N/D,70 a 74 anos,N/D,N/D,N/D,N/D,FEMININO,N/D,N/D,N/D,N/D,N/D,FILHO(A),SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,N/D,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_fisica.MAUS TRATOS;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_violacoes_gerais.VIOLÊNCIA PATRIMONIAL,Motivação.EM RAZÃO DA IDADE,"Agravantes.RESULTADO DAS AGRESSÕES SE PROLONGAM AO LONGO DO TEMPO;Agravantes.MOTIVO VIL, TORPE, INSIDIOSO, CRUEL, À TRAIÇÃO, OU POR DINHEIRO;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.EM PÚBLICO - OUTRAS PESSOAS PRESENCIAM AS AGRESSÕES",
97A58FF005B18156F40DBEEC1DF1EF7FD1B7E0619CA67361322262423353FD42,12/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Belford Roxo,CASA VÍTIMA,Violência Contra Criança ou Adolescente,FEMININO,05 a 09 anos,N/D,N/D,PARDA,N/D,FEMININO,35 a 39 anos,N/D,N/D,PARDA,N/D,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.LESÃO CORPORAL;violencia_fisica.MAUS TRATOS;violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_agressao_honra.INJÚRIA,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
25F13E2CC5EAD893EB2E02F28042B8ED707CF46E9547611190C27AE77FE5681E,07/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MG,Minas Gerais,Capim Branco,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,60 a 64 anos,N/D,N/D,PARDA,NÃO,MASCULINO,60 a 64 anos,N/D,N/D,PRETA,NÃO,COMPANHEIRO(A),NÃO,BRASILEIRO(A),N/D,N/D,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.CONSTRANGIMENTO,,"Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
25B2461F90DCA2AE1AE03823E5A99D1DBB1917F22FF55F68E3A1F6407CD692F8,30/06/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PA,Pará,Barcarena,CASA VÍTIMA,Violência Contra Pessoa Idosa,MASCULINO,70 a 74 anos,N/D,N/D,N/D,N/D,MASCULINO,40 a 44 anos,N/D,N/D,N/D,N/D,VIZINHO(A),SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,BRASIL,N/D,N/D,violencia_psicologica.CONSTRANGIMENTO,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
24647162881288C1E236573A68E978AD06A04F370849780AD4656399AF826AA2,03/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PR,Paraná,Maringá,LOCAL DE TRABALHO DA VÍTIMA,Violência Contra Criança ou Adolescente,FEMININO,15 a 17 anos,N/D,N/D,BRANCA,NÃO,MASCULINO,40 a 44 anos,N/D,N/D,BRANCA,NÃO,N/D,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_violacoes_gerais.LIBERDADE SEXUAL FÍSICA - ABUSO SEXUAL FÍSICO;violencia_violacoes_gerais.LIBERDADE SEXUAL PSÍQUICA - ABUSO SEXUAL PSÍQUICO,,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
E3DBE1EA7F8460D2B98D2FFF2FE2CEF443F5FE949B74F5724D1C840F9BCB345D,17/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PR,Paraná,Matinhos,CASA VÍTIMA,Violência Contra Pessoa Idosa,FEMININO,75 a 79 anos,N/D,ATÉ 1 SALÁRIO MÍNIMO,PARDA,SIM,MASCULINO,50 a 54 anos,N/D,N/D,PARDA,NÃO,N/D,NÃO,BRASILEIRO(A),N/D,BRASIL,N/D,N/D,violencia_psicologica.ASSÉDIO MORAL;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.TORTURA PSÍQUICA;violencia_agressao_direito_liberdade.CÁRCERE PRIVADO;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
EDA2D4450078340719BFB53BC2E91D6AC7DE72B7FB9A90AADDF8E11799904807,06/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Rio de Janeiro,LOCAL DE TRABALHO DA VÍTIMA,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,Agravantes.AGRESSOR CONHECIDO,
9CCDC30F9CEB36D8E94825C056C63B9932553D7CDE97D7386DCEAF5596792199,12/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,,SP,São Paulo,Santa Cruz da Conceição,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,70 a 74 anos,N/D,N/D,BRANCA,NÃO,MASCULINO,40 a 44 anos,N/D,N/D,BRANCA,NÃO,FILHO(A),NÃO,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.EXPOSIÇÃO,Motivação.EM RAZÃO DA IDADE;Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,"Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
2C274EB9326BB0284E203166EFBBA5AB48F35ECA7C6955DFD51C866BF3718E77,06/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MG,Minas Gerais,Belo Horizonte,CASA DO SUSPEITO,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE,,,
FE7BB9CDBAAF18E965554F5EAD71740FA4CFF89D8596B4AFB819BF01D66D96BE,07/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Sumaré,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,MASCULINO,N/D,N/D,N/D,PARDA,NÃO,FEMININO,N/D,N/D,N/D,PARDA,NÃO,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_psicologica.CONSTRANGIMENTO,,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
813035809BFC25BA011AD28BB64616460DA7E6F55E90D258714D2B28520F5196,04/03/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Rio de Janeiro,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,N/D,15 a 17 anos,N/D,N/D,N/D,N/D,MASCULINO,75 a 79 anos,N/D,N/D,N/D,N/D,N/D,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,N/D,N/D,N/D,violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_agressao_honra.DIFAMAÇÃO;violencia_agressao_honra.CALÚNIA,,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
8D44106440728FC8427B976F01904962A7978D9B14AE31BE5DF1AB0DD4CC6009,13/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Rio de Janeiro,OUTROS,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,MASCULINO,35 a 39 anos,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE,,,
23EB75BCE80EEB5013E5B452187459A6F41EC65B0D97D48E337751C6AA4564EB,15/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São Paulo,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,05 a 09 anos,N/D,N/D,BRANCA,NÃO,FEMININO,30 a 34 anos,ENSINO FUNDAMENTAL INCOMPLETO,N/D,BRANCA,NÃO,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_psicologica.CONSTRANGIMENTO;violencia_agressao_honra.DIFAMAÇÃO;violencia_agressao_direito_liberdade.AUTONOMIA DE VONTADE;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
